code,name,description,refreshed_at,from_date,to_date
BAXU2022,"Three-Month Canadian Bankers' Acceptance Futures, September 2022 (BAXU2022)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2022. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2020-03-26 11:09:24,2019-09-17,2020-03-25
BAXV2009,"Three-Month Canadian Bankers' Acceptance Futures, October 2009 (BAXV2009)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2009. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:17:37,2009-07-14,2009-10-19
BAXV2010,"Three-Month Canadian Bankers' Acceptance Futures, October 2010 (BAXV2010)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2010. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:18:51,2010-07-20,2010-10-18
BAXV2011,"Three-Month Canadian Bankers' Acceptance Futures, October 2011 (BAXV2011)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2011. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:21:56,2011-07-19,2011-10-17
BAXV2012,"Three-Month Canadian Bankers' Acceptance Futures, October 2012 (BAXV2012)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2012. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 04:45:48,2012-07-17,2012-10-15
BAXV2013,"Three-Month Canadian Bankers' Acceptance Futures, October 2013 (BAXV2013)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2013. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2014-04-05 16:19:16,2013-07-16,2013-10-11
BAXV2014,"Three-Month Canadian Bankers' Acceptance Futures, October 2014 (BAXV2014)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2014. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2014-10-15 00:37:48,2014-07-15,2014-10-10
BAXV2015,"Three-Month Canadian Bankers' Acceptance Futures, October 2015 (BAXV2015)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2015. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2015-10-20 21:13:11,2015-07-14,2015-10-19
BAXV2016,"Three-Month Canadian Bankers' Acceptance Futures, October 2016 (BAXV2016)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2016. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2016-10-18 21:25:17,2016-07-19,2016-10-17
BAXV2017,"Three-Month Canadian Bankers' Acceptance Futures, October 2017 (BAXV2017)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2017. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2017-10-17 21:09:10,2017-07-18,2017-10-16
BAXV2018,"Three-Month Canadian Bankers' Acceptance Futures, October 2018 (BAXV2018)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2018. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2018-10-16 21:11:42,2018-07-17,2018-10-15
BAXV2019,"Three-Month Canadian Bankers' Acceptance Futures, October 2019 (BAXV2019)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, October 2019. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2019-10-15 21:10:15,2019-07-16,2019-10-11
BAXX2009,"Three-Month Canadian Bankers' Acceptance Futures, November 2009 (BAXX2009)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2009. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:18:55,2009-08-18,2009-11-16
BAXX2010,"Three-Month Canadian Bankers' Acceptance Futures, November 2010 (BAXX2010)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2010. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:20:20,2010-08-17,2010-11-15
BAXX2011,"Three-Month Canadian Bankers' Acceptance Futures, November 2011 (BAXX2011)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2011. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:21:42,2011-08-16,2011-11-14
BAXX2012,"Three-Month Canadian Bankers' Acceptance Futures, November 2012 (BAXX2012)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2012. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 04:45:50,2012-08-14,2012-11-19
BAXX2013,"Three-Month Canadian Bankers' Acceptance Futures, November 2013 (BAXX2013)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2013. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2014-04-05 16:19:24,2013-08-20,2013-11-18
BAXX2014,"Three-Month Canadian Bankers' Acceptance Futures, November 2014 (BAXX2014)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2014. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2014-11-18 20:51:30,2014-08-19,2014-11-17
BAXX2015,"Three-Month Canadian Bankers' Acceptance Futures, November 2015 (BAXX2015)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2015. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2015-11-17 21:13:08,2015-08-18,2015-11-16
BAXX2016,"Three-Month Canadian Bankers' Acceptance Futures, November 2016 (BAXX2016)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2016. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2016-11-15 21:13:26,2016-08-16,2016-11-14
BAXX2017,"Three-Month Canadian Bankers' Acceptance Futures, November 2017 (BAXX2017)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2017. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2017-11-13 22:11:21,2017-08-15,2017-11-10
BAXX2018,"Three-Month Canadian Bankers' Acceptance Futures, November 2018 (BAXX2018)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2018. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2018-11-20 22:09:54,2018-08-14,2018-11-19
BAXX2019,"Three-Month Canadian Bankers' Acceptance Futures, November 2019 (BAXX2019)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, November 2019. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2019-11-19 22:09:29,2019-08-20,2019-11-18
BAXZ2009,"Three-Month Canadian Bankers' Acceptance Futures, December 2009 (BAXZ2009)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2009. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:18:02,2009-01-02,2009-12-14
BAXZ2010,"Three-Month Canadian Bankers' Acceptance Futures, December 2010 (BAXZ2010)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2010. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:17:04,2009-01-02,2010-12-13
BAXZ2011,"Three-Month Canadian Bankers' Acceptance Futures, December 2011 (BAXZ2011)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2011. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:21:13,2009-01-02,2011-12-19
BAXZ2012,"Three-Month Canadian Bankers' Acceptance Futures, December 2012 (BAXZ2012)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2012. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:06:35,2009-12-15,2012-12-17
BAXZ2013,"Three-Month Canadian Bankers' Acceptance Futures, December 2013 (BAXZ2013)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2013. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2014-04-05 16:18:58,2010-12-14,2013-12-16
BAXZ2014,"Three-Month Canadian Bankers' Acceptance Futures, December 2014 (BAXZ2014)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2014. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2014-12-16 22:32:15,2011-12-20,2014-12-15
BAXZ2015,"Three-Month Canadian Bankers' Acceptance Futures, December 2015 (BAXZ2015)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2015. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2015-12-15 21:14:07,2012-12-18,2015-12-14
BAXZ2016,"Three-Month Canadian Bankers' Acceptance Futures, December 2016 (BAXZ2016)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2016. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2016-12-20 21:13:09,2014-01-07,2016-12-19
BAXZ2017,"Three-Month Canadian Bankers' Acceptance Futures, December 2017 (BAXZ2017)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2017. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2017-12-19 22:14:07,2014-12-16,2017-12-18
BAXZ2018,"Three-Month Canadian Bankers' Acceptance Futures, December 2018 (BAXZ2018)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2018. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2018-12-18 22:09:43,2015-12-15,2018-12-17
BAXZ2019,"Three-Month Canadian Bankers' Acceptance Futures, December 2019 (BAXZ2019)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2019. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2019-12-17 22:09:31,2016-12-20,2019-12-16
BAXZ2020,"Three-Month Canadian Bankers' Acceptance Futures, December 2020 (BAXZ2020)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2020. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2020-03-26 11:09:24,2017-12-19,2020-03-25
BAXZ2021,"Three-Month Canadian Bankers' Acceptance Futures, December 2021 (BAXZ2021)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2021. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2020-03-26 11:09:24,2018-12-18,2020-03-25
BAXZ2022,"Three-Month Canadian Bankers' Acceptance Futures, December 2022 (BAXZ2022)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, December 2022. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2020-03-26 11:09:24,2019-12-17,2020-03-25
CGBH2009,"Ten-Year Government of Canada Bond Futures, March 2009 (CGBH2009)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2009. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:35:36,2009-01-02,2009-03-20
CGBH2010,"Ten-Year Government of Canada Bond Futures, March 2010 (CGBH2010)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2010. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:38:13,2009-03-23,2010-03-22
CGBH2011,"Ten-Year Government of Canada Bond Futures, March 2011 (CGBH2011)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2011. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:40:49,2010-03-23,2011-03-22
CGBH2012,"Ten-Year Government of Canada Bond Futures, March 2012 (CGBH2012)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2012. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:43:28,2011-03-23,2012-03-21
CGBH2013,"Ten-Year Government of Canada Bond Futures, March 2013 (CGBH2013)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2013. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:46:11,2012-03-22,2013-03-19
CGBH2014,"Ten-Year Government of Canada Bond Futures, March 2014 (CGBH2014)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2014. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2014-03-22 00:22:20,2013-03-20,2014-03-20
CGBH2015,"Ten-Year Government of Canada Bond Futures, March 2015 (CGBH2015)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2015. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2015-03-23 21:13:37,2014-04-10,2015-03-20
CGBH2016,"Ten-Year Government of Canada Bond Futures, March 2016 (CGBH2016)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2016. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2016-03-22 21:12:58,2015-03-23,2016-03-21
CGBH2017,"Ten-Year Government of Canada Bond Futures, March 2017 (CGBH2017)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2017. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2017-03-23 21:12:56,2016-03-22,2017-03-22
CGBH2018,"Ten-Year Government of Canada Bond Futures, March 2018 (CGBH2018)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2018. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2018-03-21 21:15:29,2017-03-23,2018-03-20
CGBH2019,"Ten-Year Government of Canada Bond Futures, March 2019 (CGBH2019)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2019. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2019-03-20 21:09:42,2018-03-21,2019-03-19
CGBH2020,"Ten-Year Government of Canada Bond Futures, March 2020 (CGBH2020)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2020. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2020-03-23 21:09:37,2019-03-21,2020-03-20
CGBH2021,"Ten-Year Government of Canada Bond Futures, March 2021 (CGBH2021)","MX Futures Price for Ten-Year Government of Canada Bond Futures, March 2021. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2020-03-26 11:09:24,2020-03-23,2020-03-25
CGBM2009,"Ten-Year Government of Canada Bond Futures, June 2009 (CGBM2009)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2009. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:35:46,2009-01-02,2009-06-19
CGBM2010,"Ten-Year Government of Canada Bond Futures, June 2010 (CGBM2010)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2010. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:38:08,2009-06-22,2010-06-21
CGBM2011,"Ten-Year Government of Canada Bond Futures, June 2011 (CGBM2011)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2011. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:40:52,2010-06-22,2011-06-21
CGBM2012,"Ten-Year Government of Canada Bond Futures, June 2012 (CGBM2012)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2012. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:43:38,2011-06-22,2012-06-20
CGBM2013,"Ten-Year Government of Canada Bond Futures, June 2013 (CGBM2013)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2013. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:46:14,2012-06-21,2013-06-19
CGBM2014,"Ten-Year Government of Canada Bond Futures, June 2014 (CGBM2014)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2014. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2014-06-21 00:09:00,2013-06-20,2014-06-19
CGBM2015,"Ten-Year Government of Canada Bond Futures, June 2015 (CGBM2015)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2015. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2015-06-22 21:13:13,2014-06-20,2015-06-19
CGBM2016,"Ten-Year Government of Canada Bond Futures, June 2016 (CGBM2016)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2016. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2016-06-22 21:13:54,2015-06-22,2016-06-21
CGBM2017,"Ten-Year Government of Canada Bond Futures, June 2017 (CGBM2017)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2017. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2017-06-22 21:09:33,2016-06-22,2017-06-21
CGBM2018,"Ten-Year Government of Canada Bond Futures, June 2018 (CGBM2018)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2018. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2018-06-21 21:12:33,2017-06-22,2018-06-20
CGBM2019,"Ten-Year Government of Canada Bond Futures, June 2019 (CGBM2019)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2019. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2019-06-19 21:09:16,2018-06-22,2019-06-18
CGBM2020,"Ten-Year Government of Canada Bond Futures, June 2020 (CGBM2020)","MX Futures Price for Ten-Year Government of Canada Bond Futures, June 2020. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2020-03-26 11:09:24,2019-06-20,2020-03-25
CGBU2009,"Ten-Year Government of Canada Bond Futures, September 2009 (CGBU2009)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2009. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:37:00,2009-01-02,2009-09-21
CGBU2010,"Ten-Year Government of Canada Bond Futures, September 2010 (CGBU2010)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2010. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:39:29,2009-09-22,2010-09-21
CGBU2011,"Ten-Year Government of Canada Bond Futures, September 2011 (CGBU2011)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2011. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:42:08,2010-09-22,2011-09-21
CGBU2012,"Ten-Year Government of Canada Bond Futures, September 2012 (CGBU2012)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2012. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:44:50,2011-09-22,2012-09-19
CGBU2013,"Ten-Year Government of Canada Bond Futures, September 2013 (CGBU2013)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2013. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:47:18,2012-09-20,2013-09-19
CGBU2014,"Ten-Year Government of Canada Bond Futures, September 2014 (CGBU2014)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2014. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2014-09-23 01:14:36,2013-09-20,2014-09-19
CGBU2015,"Ten-Year Government of Canada Bond Futures, September 2015 (CGBU2015)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2015. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2015-09-22 21:13:12,2014-09-22,2015-09-21
CGBU2016,"Ten-Year Government of Canada Bond Futures, September 2016 (CGBU2016)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2016. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2016-09-22 21:14:00,2015-09-22,2016-09-21
CGBU2017,"Ten-Year Government of Canada Bond Futures, September 2017 (CGBU2017)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2017. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2017-09-21 21:10:22,2016-09-22,2017-09-20
CGBU2018,"Ten-Year Government of Canada Bond Futures, September 2018 (CGBU2018)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2018. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2018-09-20 21:11:33,2017-09-21,2018-09-19
CGBU2019,"Ten-Year Government of Canada Bond Futures, September 2019 (CGBU2019)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2019. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2019-09-20 21:10:52,2018-09-20,2019-09-19
CGBU2020,"Ten-Year Government of Canada Bond Futures, September 2020 (CGBU2020)","MX Futures Price for Ten-Year Government of Canada Bond Futures, September 2020. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2020-03-26 11:09:24,2019-09-20,2020-03-25
CGBZ2009,"Ten-Year Government of Canada Bond Futures, December 2009 (CGBZ2009)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2009. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:36:55,2009-01-02,2009-12-18
CGBZ2010,"Ten-Year Government of Canada Bond Futures, December 2010 (CGBZ2010)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2010. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:39:31,2009-12-21,2010-12-20
CGBZ2011,"Ten-Year Government of Canada Bond Futures, December 2011 (CGBZ2011)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2011. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:42:11,2010-12-21,2011-12-19
CGBZ2012,"Ten-Year Government of Canada Bond Futures, December 2012 (CGBZ2012)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2012. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:44:52,2011-12-20,2012-12-18
